date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:32:21	74364/74364	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%225ea99a11-1227c%22	http://ccvcl.org/wp-content/uploads/2020/04/VisionExamRview-Spring2020.pptx	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2020/04/VisionExamRview-Spring2020.pptx	(from http://ccvcl.org/computer-vision-and-image-processing-spring-2020/)
23:32:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Oct%202024%2003:32:21%20GMT	http://ccvcl.org/professor-zhigang-zhu/computer-vision-and-image-processing-spring-2020/computer-vision-spring-2020-assignment3/	D:/CCvclweb/CCvcl/ccvcl.org/professor-zhigang-zhu/computer-vision-and-image-processing-spring-2020/computer-vision-spring-2020-assignment3/index.html	(from http://ccvcl.org/computer-vision-and-image-processing-spring-2020/)
23:32:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Oct%202024%2003:32:22%20GMT	http://ccvcl.org/professor-zhigang-zhu/computer-vision-and-image-processing-spring-2020/computer-vision-spring-2020-assignment-4/	D:/CCvclweb/CCvcl/ccvcl.org/professor-zhigang-zhu/computer-vision-and-image-processing-spring-2020/computer-vision-spring-2020-assignment-4/index.html	(from http://ccvcl.org/computer-vision-and-image-processing-spring-2020/)
23:32:27	18921/18921	---MC-	200	added ('OK')	application/json	date:Sat,%2005%20Oct%202024%2003:32:22%20GMT	http://ccvcl.org/wp-json/wp/v2/pages/861	D:/CCvclweb/CCvcl/ccvcl.org/wp-json/wp/v2/pages/861.json	(from http://ccvcl.org/data-structures-spring-2020/)
23:32:28	2288/2288	---MC-	200	added ('OK')	application/json	date:Sat,%2005%20Oct%202024%2003:32:27%20GMT	http://ccvcl.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fccvcl.org%2Fdata-structures-spring-2020%2F	D:/CCvclweb/CCvcl/ccvcl.org/wp-json/oembed/1.0/embed7ded.json	(from http://ccvcl.org/data-structures-spring-2020/)
23:32:28	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Oct%202024%2003:32:28%20GMT	http://ccvcl.org/?p=861	D:/CCvclweb/CCvcl/ccvcl.org/index2bd3.html	(from http://ccvcl.org/data-structures-spring-2020/)
23:32:29	2448/2448	---MC-	200	added ('OK')	text/xml	date:Sat,%2005%20Oct%202024%2003:32:28%20GMT	http://ccvcl.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fccvcl.org%2Fdata-structures-spring-2020%2F&format=xml	D:/CCvclweb/CCvcl/ccvcl.org/wp-json/oembed/1.0/embedab75	(from http://ccvcl.org/data-structures-spring-2020/)
23:32:30	21352/21352	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Oct%202024%2003:32:29%20GMT	http://ccvcl.org/data-structures-spring-2020/zzhu@ccny.cuny.edu	D:/CCvclweb/CCvcl/ccvcl.org/data-structures-spring-2020/zzhu@ccny.cuny.edu	(from http://ccvcl.org/data-structures-spring-2020/)
23:32:30	1475/1475	---M--	200	added ('OK')	text/plain	etag:%225ebb05f8-5c3%22	http://ccvcl.org/wp-content/uploads/2020/02/CSc212-EF-Spring-2020-Quizzes.txt	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2020/02/CSc212-EF-Spring-2020-Quizzes.txt	(from http://ccvcl.org/data-structures-spring-2020/)
23:32:31	875/875	---M--	200	added ('OK')	text/plain	etag:%225ebb05dc-36b%22	http://ccvcl.org/wp-content/uploads/2020/02/CSc212-EF-Spring-2020-Assignments.txt	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2020/02/CSc212-EF-Spring-2020-Assignments.txt	(from http://ccvcl.org/data-structures-spring-2020/)
23:32:31	2606/2606	---M--	200	added ('OK')	text/plain	etag:%225ec96e22-a2e%22	http://ccvcl.org/wp-content/uploads/2020/03/CSc212-EF-Spring-2020-Exams.txt	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2020/03/CSc212-EF-Spring-2020-Exams.txt	(from http://ccvcl.org/data-structures-spring-2020/)
23:34:10	607063/607063	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%225e2f436e-94357%22	http://ccvcl.org/wp-content/uploads/2020/01/CSc212-Lecture01-Introduction-Spring-2020.pptx	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2020/01/CSc212-Lecture01-Introduction-Spring-2020.pptx	(from http://ccvcl.org/data-structures-spring-2020/)
23:34:23	76527/76527	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%225e2b646b-12aef%22	http://ccvcl.org/wp-content/uploads/2020/01/ExamReview1-2020.pptx	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2020/01/ExamReview1-2020.pptx	(from http://ccvcl.org/data-structures-spring-2020/)
23:34:23	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Oct%202024%2003:34:22%20GMT	http://ccvcl.org/professor-zhigang-zhu/data-structures-spring-2020/csc-212-assignment-1/	D:/CCvclweb/CCvcl/ccvcl.org/professor-zhigang-zhu/data-structures-spring-2020/csc-212-assignment-1/index.html	(from http://ccvcl.org/data-structures-spring-2020/)
23:34:34	64805/64805	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%225e8b3cd7-fd25%22	http://ccvcl.org/wp-content/uploads/2020/03/ExamReview2-2020.pptx	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2020/03/ExamReview2-2020.pptx	(from http://ccvcl.org/data-structures-spring-2020/)
23:34:34	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Oct%202024%2003:34:33%20GMT	http://ccvcl.org/professor-zhigang-zhu/data-structures-spring-2020/csc212-assignment-2/	D:/CCvclweb/CCvcl/ccvcl.org/professor-zhigang-zhu/data-structures-spring-2020/csc212-assignment-2/index.html	(from http://ccvcl.org/data-structures-spring-2020/)
23:35:13	244180/244180	---M--	200	added ('OK')	application/pdf	etag:%225ea9e332-3b9d4%22	http://ccvcl.org/wp-content/uploads/2020/04/internship_presentation_naman_pujari.pdf	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2020/04/internship_presentation_naman_pujari.pdf	(from http://ccvcl.org/data-structures-spring-2020/)
23:35:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Oct%202024%2003:35:13%20GMT	http://ccvcl.org/csc212-assignment-3/	D:/CCvclweb/CCvcl/ccvcl.org/csc212-assignment-3/index.html	(from http://ccvcl.org/data-structures-spring-2020/)
23:35:25	69453/69453	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%225e8f9f40-10f4d%22	http://ccvcl.org/wp-content/uploads/2020/04/ExamReview3-2020.pptx	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2020/04/ExamReview3-2020.pptx	(from http://ccvcl.org/data-structures-spring-2020/)
23:35:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Oct%202024%2003:35:25%20GMT	http://ccvcl.org/professor-zhigang-zhu/data-structures-spring-2020/csc212-assignment-4/	D:/CCvclweb/CCvcl/ccvcl.org/professor-zhigang-zhu/data-structures-spring-2020/csc212-assignment-4/index.html	(from http://ccvcl.org/data-structures-spring-2020/)
23:35:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Oct%202024%2003:35:25%20GMT	http://ccvcl.org/professor-zhigang-zhu/data-structures-spring-2020/csc212-assignment-5/	D:/CCvclweb/CCvcl/ccvcl.org/professor-zhigang-zhu/data-structures-spring-2020/csc212-assignment-5/index.html	(from http://ccvcl.org/data-structures-spring-2020/)
23:35:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Oct%202024%2003:35:26%20GMT	http://ccvcl.org/professor-zhigang-zhu/data-structures-spring-2020/csc212-assignment-6/	D:/CCvclweb/CCvcl/ccvcl.org/professor-zhigang-zhu/data-structures-spring-2020/csc212-assignment-6/index.html	(from http://ccvcl.org/data-structures-spring-2020/)
23:35:33	27054/27054	---MC-	200	added ('OK')	application/json	date:Sat,%2005%20Oct%202024%2003:35:26%20GMT	http://ccvcl.org/wp-json/wp/v2/pages/515	D:/CCvclweb/CCvcl/ccvcl.org/wp-json/wp/v2/pages/515.json	(from http://ccvcl.org/bat-branding-assistive-technologies-for-social-good/)
23:35:34	2456/2456	---MC-	200	added ('OK')	application/json	date:Sat,%2005%20Oct%202024%2003:35:32%20GMT	http://ccvcl.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fccvcl.org%2Fbat-branding-assistive-technologies-for-social-good%2F	D:/CCvclweb/CCvcl/ccvcl.org/wp-json/oembed/1.0/embed181f.json	(from http://ccvcl.org/bat-branding-assistive-technologies-for-social-good/)
23:35:34	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Oct%202024%2003:35:33%20GMT	http://ccvcl.org/?p=515	D:/CCvclweb/CCvcl/ccvcl.org/indexd073.html	(from http://ccvcl.org/bat-branding-assistive-technologies-for-social-good/)
23:35:35	2613/2613	---MC-	200	added ('OK')	text/xml	date:Sat,%2005%20Oct%202024%2003:35:34%20GMT	http://ccvcl.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fccvcl.org%2Fbat-branding-assistive-technologies-for-social-good%2F&format=xml	D:/CCvclweb/CCvcl/ccvcl.org/wp-json/oembed/1.0/embedde34	(from http://ccvcl.org/bat-branding-assistive-technologies-for-social-good/)
23:37:03	4628712/4628712	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%225e4edaa3-46a0e8%22	http://ccvcl.org/wp-content/uploads/2019/09/CVVC_Part1_FeatExtr_pt1.pptx	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2019/09/CVVC_Part1_FeatExtr_pt1.pptx	(from http://ccvcl.org/professor-zhigang-zhu/computer-vision-fall-2021/)
23:37:06	24295/24295	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Oct%202024%2003:37:05%20GMT	http://ccvcl.org/bat-branding-assistive-technologies-for-social-good/beat-project-video-2019-2020/	D:/CCvclweb/CCvcl/ccvcl.org/bat-branding-assistive-technologies-for-social-good/beat-project-video-2019-2020/index.html	(from http://ccvcl.org/bat-branding-assistive-technologies-for-social-good/)
23:40:14	1727368/1727368	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%225d711924-1a5b88%22	http://ccvcl.org/wp-content/uploads/2019/09/CEN-BAT-Zhu-2019-Intro-1.pptx	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2019/09/CEN-BAT-Zhu-2019-Intro-1.pptx	(from http://ccvcl.org/bat-branding-assistive-technologies-for-social-good/)
23:42:10	5013825/5013825	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%225e4edaca-4c8141%22	http://ccvcl.org/wp-content/uploads/2019/09/CVVC_Part1_FeatExtr_pt2.pptx	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2019/09/CVVC_Part1_FeatExtr_pt2.pptx	(from http://ccvcl.org/professor-zhigang-zhu/computer-vision-fall-2021/)
23:43:54	624724/624724	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%225d6ea4ad-98854%22	http://ccvcl.org/wp-content/uploads/2019/09/Capstone-Proposal-Quad-Chart-2019.pptx	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2019/09/Capstone-Proposal-Quad-Chart-2019.pptx	(from http://ccvcl.org/bat-branding-assistive-technologies-for-social-good/)
23:47:52	1475260/1475260	---M--	200	added ('OK')	application/pdf	etag:%225da93610-1682bc%22	http://ccvcl.org/wp-content/uploads/2019/10/Say-it-with-a-LOGO-2019.pdf	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2019/10/Say-it-with-a-LOGO-2019.pdf	(from http://ccvcl.org/bat-branding-assistive-technologies-for-social-good/)
23:47:53	3068/3068	---M--	200	added ('OK')	text/plain	etag:%225e023204-bfc%22	http://ccvcl.org/wp-content/uploads/2019/12/Capstone-Fall2019-Grading.txt	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2019/12/Capstone-Fall2019-Grading.txt	(from http://ccvcl.org/bat-branding-assistive-technologies-for-social-good/)
23:47:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Oct%202024%2003:47:53%20GMT	http://ccvcl.org/bat-2019-assignment-5/	D:/CCvclweb/CCvcl/ccvcl.org/bat-2019-assignment-5/index.html	(from http://ccvcl.org/bat-branding-assistive-technologies-for-social-good/)
23:47:54	1841/1841	---M--	200	added ('OK')	text/plain	etag:%225eb32a1f-731%22	http://ccvcl.org/wp-content/uploads/2020/02/Capstone-Spring2020-Grading.txt	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2020/02/Capstone-Spring2020-Grading.txt	(from http://ccvcl.org/bat-branding-assistive-technologies-for-social-good/)
23:48:24	186881/186881	---M--	200	added ('OK')	application/pdf	etag:%225eb80595-2da01%22	http://ccvcl.org/wp-content/uploads/2020/04/Capstone-Project-Final-Evaluation-Spring-2020-CREATE.pdf	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2020/04/Capstone-Project-Final-Evaluation-Spring-2020-CREATE.pdf	(from http://ccvcl.org/bat-branding-assistive-technologies-for-social-good/)
23:48:24	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Oct%202024%2003:48:24%20GMT	http://ccvcl.org/bat-2019-assignment-6/	D:/CCvclweb/CCvcl/ccvcl.org/bat-2019-assignment-6/index.html	(from http://ccvcl.org/bat-branding-assistive-technologies-for-social-good/)
23:48:59	210831/210831	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%225eb805b7-3378f%22	http://ccvcl.org/wp-content/uploads/2020/04/Capstone-Project-Final-Evaluation-Spring-2020-CREATE.docx	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2020/04/Capstone-Project-Final-Evaluation-Spring-2020-CREATE.docx	(from http://ccvcl.org/bat-branding-assistive-technologies-for-social-good/)
23:49:14	90285/90285	---M--	200	added ('OK')	application/pdf	etag:%225e99bfbb-160ad%22	http://ccvcl.org/wp-content/uploads/2020/03/Capstone-Project-FInal-Report-Requirements.pdf	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2020/03/Capstone-Project-FInal-Report-Requirements.pdf	(from http://ccvcl.org/bat-branding-assistive-technologies-for-social-good/)
23:49:15	1175/1175	---M--	200	added ('OK')	text/plain	etag:%225ecd9fed-497%22	http://ccvcl.org/wp-content/uploads/2020/05/Capstone-Spring2020-Grading-Final.txt	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2020/05/Capstone-Spring2020-Grading-Final.txt	(from http://ccvcl.org/bat-branding-assistive-technologies-for-social-good/)
23:49:15	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Oct%202024%2003:49:14%20GMT	http://ccvcl.org/wiki/MAP_ATs	D:/CCvclweb/CCvcl/ccvcl.org/wiki/MAP_ATs	(from http://ccvcl.org/bat-branding-assistive-technologies-for-social-good/)
23:49:16	30450/30450	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Oct%202024%2003:49:15%20GMT	http://ccvcl.org/home/computer-vision-fall-2019/	D:/CCvclweb/CCvcl/ccvcl.org/home/computer-vision-fall-2019/index.html	(from http://ccvcl.org/computer-vision-fall-2019/)
23:49:26	56564/56564	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22657a699f-dcf4%22	http://ccvcl.org/wp-includes/fonts/dashicons.eot?99ac726223c749443b642ce33df8b800	D:/CCvclweb/CCvcl/ccvcl.org/wp-includes/fonts/dashicons7d4b.eot	(from http://ccvcl.org/wp-includes/css/dashicons.min.css?ver=6.4.2)
23:49:35	56392/56392	---M--	200	added ('OK')	application/octet-stream	etag:%22657a699f-dc48%22	http://ccvcl.org/wp-includes/fonts/dashicons.ttf?99ac726223c749443b642ce33df8b800	D:/CCvclweb/CCvcl/ccvcl.org/wp-includes/fonts/dashicons7d4b.ttf	(from http://ccvcl.org/wp-includes/css/dashicons.min.css?ver=6.4.2)
23:49:36	1372/1372	---M--	200	added ('OK')	image/gif	etag:%225e9f0a67-55c%22	http://ccvcl.org/wp-admin/images/loading.gif	D:/CCvclweb/CCvcl/ccvcl.org/wp-admin/images/loading.gif	(from http://ccvcl.org/wp-admin/css/forms.min.css?ver=6.4.2)
23:49:37	3113/3113	---M--	200	added ('OK')	image/png	etag:%2252fc7c42-c29%22	http://ccvcl.org/wp-admin/images/w-logo-blue.png?ver=20131202	D:/CCvclweb/CCvcl/ccvcl.org/wp-admin/images/w-logo-blue7a53.png	(from http://ccvcl.org/wp-admin/css/login.min.css?ver=6.4.2)
23:49:37	1521/1521	---M--	200	added ('OK')	image/svg+xml	etag:%225521a71b-5f1%22	http://ccvcl.org/wp-admin/images/wordpress-logo.svg?ver=20131107	D:/CCvclweb/CCvcl/ccvcl.org/wp-admin/images/wordpress-logo7d6b.svg	(from http://ccvcl.org/wp-admin/css/login.min.css?ver=6.4.2)
23:49:57	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Oct%202024%2003:49:57%20GMT	http://ccvcl.org/favicon.ico	D:/CCvclweb/CCvcl/ccvcl.org/favicon.237.delayed	(from http://ccvcl.org/~fhu/publications.html)
23:49:58	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Oct%202024%2003:49:57%20GMT	http://ccvcl.org/media/css/style.css	D:/CCvclweb/CCvcl/ccvcl.org/media/css/style.css	(from http://ccvcl.org/~fhu/publications.html)
23:49:58	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Oct%202024%2003:49:58%20GMT	http://ccvcl.org/media/css/highlight.css	D:/CCvclweb/CCvcl/ccvcl.org/media/css/highlight.css	(from http://ccvcl.org/~fhu/publications.html)
23:49:58	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Oct%202024%2003:49:58%20GMT	http://ccvcl.org/media/js/jquery-1.7.1.min.js	D:/CCvclweb/CCvcl/ccvcl.org/media/js/jquery-1.7.1.min.js	(from http://ccvcl.org/~fhu/publications.html)
23:49:59	842/842	---M--	200	added ('OK')	text/plain	etag:%225c3658a4-34a%22	http://ccvcl.org/~fhu/papers/Assistive_healthcare_book_FengHu.txt	D:/CCvclweb/CCvcl/ccvcl.org/_fhu/papers/Assistive_healthcare_book_FengHu.txt	(from http://ccvcl.org/~fhu/publications.html)
23:49:59	340/340	---M--	200	added ('OK')	text/plain	etag:%226394e5d0-154%22	http://ccvcl.org/~fhu/papers/uvr_citation.txt	D:/CCvclweb/CCvcl/ccvcl.org/_fhu/papers/uvr_citation.txt	(from http://ccvcl.org/~fhu/publications.html)
23:49:59	268/268	---M--	200	added ('OK')	text/plain	etag:%22621d5c46-10c%22	http://ccvcl.org/~fhu/papers/seatbelt.txt	D:/CCvclweb/CCvcl/ccvcl.org/_fhu/papers/seatbelt.txt	(from http://ccvcl.org/~fhu/publications.html)
23:50:53	330666/330666	---M--	200	added ('OK')	application/pdf	etag:%2263915114-50baa%22	http://ccvcl.org/~fhu/calibration.pdf	D:/CCvclweb/CCvcl/ccvcl.org/_fhu/calibration.pdf	(from http://ccvcl.org/~fhu/publications.html)
23:50:53	292/292	---M--	200	added ('OK')	text/plain	etag:%22639676d5-124%22	http://ccvcl.org/~fhu/papers/icassp.txt	D:/CCvclweb/CCvcl/ccvcl.org/_fhu/papers/icassp.txt	(from http://ccvcl.org/~fhu/publications.html)
23:50:53	155/155	---M--	200	added ('OK')	text/plain	etag:%2263967f3f-9b%22	http://ccvcl.org/~fhu/papers/dissertation.txt	D:/CCvclweb/CCvcl/ccvcl.org/_fhu/papers/dissertation.txt	(from http://ccvcl.org/~fhu/publications.html)
23:52:46	5867857/5867857	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%225d7664da-598951%22	http://ccvcl.org/wp-content/uploads/2019/09/Capstone2019-Project-Ideas-ZHU.pptx	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2019/09/Capstone2019-Project-Ideas-ZHU.pptx	(from http://ccvcl.org/bat-branding-assistive-technologies-for-social-good/)
23:52:48	383/383	---M--	200	added ('OK')	text/plain	etag:%225c3658a6-17f%22	http://ccvcl.org/~fhu/papers/IoT_Journal_citation.txt	D:/CCvclweb/CCvcl/ccvcl.org/_fhu/papers/IoT_Journal_citation.txt	(from http://ccvcl.org/~fhu/publications.html)
23:53:25	938709/938709	---M--	200	added ('OK')	application/pdf	etag:%225c3658a6-e52d5%22	http://ccvcl.org/~fhu/papers/A%20Crowdsource-Based%20Sensing%20System%20for%20MonitoringFine-grained%20Air%20Qualityin%20Urban%20Environments.pdf	D:/CCvclweb/CCvcl/ccvcl.org/_fhu/papers/A%20Crowdsource-Based%20Sensing%20System%20for%20MonitoringFine-grained%20Air%20Qualityin%20Urban%20Environments.pdf	(from http://ccvcl.org/~fhu/publications.html)
23:53:25	334/334	---M--	200	added ('OK')	text/plain	etag:%225c3658a7-14e%22	http://ccvcl.org/~fhu/papers/ITS2017Chunyang.txt	D:/CCvclweb/CCvcl/ccvcl.org/_fhu/papers/ITS2017Chunyang.txt	(from http://ccvcl.org/~fhu/publications.html)
23:53:26	500/500	---M--	200	added ('OK')	text/plain	etag:%2263967ac7-1f4%22	http://ccvcl.org/~fhu/papers/ibm_report.txt	D:/CCvclweb/CCvcl/ccvcl.org/_fhu/papers/ibm_report.txt	(from http://ccvcl.org/~fhu/publications.html)
23:53:26	520/520	---M--	200	added ('OK')	text/plain	etag:%2263967cd3-208%22	http://ccvcl.org/~fhu/papers/omni_gpu_paper.txt	D:/CCvclweb/CCvcl/ccvcl.org/_fhu/papers/omni_gpu_paper.txt	(from http://ccvcl.org/~fhu/publications.html)
23:53:26	584/584	---M--	200	added ('OK')	text/plain	etag:%225c3658a3-248%22	http://ccvcl.org/~fhu/papers/AISM_EE_Journal_FengHu.txt	D:/CCvclweb/CCvcl/ccvcl.org/_fhu/papers/AISM_EE_Journal_FengHu.txt	(from http://ccvcl.org/~fhu/publications.html)
23:53:29	10915006/10915006	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%225f4a6ded-a68cbe%22	http://ccvcl.org/wp-content/uploads/2020/08/Vision-n-Brain-2-VisualBrain-2020.pptx	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2020/08/Vision-n-Brain-2-VisualBrain-2020.pptx	(from http://ccvcl.org/professor-zhigang-zhu/computer-vision-fall-2021/)
23:53:29	403/403	---M--	200	added ('OK')	text/plain	etag:%225c3658a7-193%22	http://ccvcl.org/~fhu/papers/ITS2016Sun.txt	D:/CCvclweb/CCvcl/ccvcl.org/_fhu/papers/ITS2016Sun.txt	(from http://ccvcl.org/~fhu/publications.html)
23:54:50	493947/493947	---M--	200	added ('OK')	application/pdf	etag:%225c3658a6-7897b%22	http://ccvcl.org/~fhu/papers/Automatic%20Pre-Journey%20Indoor%20Map%20Generation%20Using%20AutoCAD%20Floor%20Plan.pdf	D:/CCvclweb/CCvcl/ccvcl.org/_fhu/papers/Automatic%20Pre-Journey%20Indoor%20Map%20Generation%20Using%20AutoCAD%20Floor%20Plan.pdf	(from http://ccvcl.org/~fhu/publications.html)
23:54:50	292/292	---M--	200	added ('OK')	text/plain	etag:%225c3658a9-124%22	http://ccvcl.org/~fhu/papers/tang2016prejourney.txt	D:/CCvclweb/CCvcl/ccvcl.org/_fhu/papers/tang2016prejourney.txt	(from http://ccvcl.org/~fhu/publications.html)
23:56:02	1201837/1201837	---M--	200	added ('OK')	application/pdf	etag:%225c3658ab-1256ad%22	http://ccvcl.org/~fhu/papers/Reducing%20air%20pollution%20exposure%20in%20a%20road%20trip.pdf	D:/CCvclweb/CCvcl/ccvcl.org/_fhu/papers/Reducing%20air%20pollution%20exposure%20in%20a%20road%20trip.pdf	(from http://ccvcl.org/~fhu/publications.html)
23:56:02	316/316	---M--	200	added ('OK')	text/plain	etag:%225c3658a6-13c%22	http://ccvcl.org/~fhu/papers/hu2016assistive3DLocalization.txt	D:/CCvclweb/CCvcl/ccvcl.org/_fhu/papers/hu2016assistive3DLocalization.txt	(from http://ccvcl.org/~fhu/publications.html)
23:56:23	571381/571381	---M--	200	added ('OK')	application/pdf	etag:%225c3658a9-8b7f5%22	http://ccvcl.org/~fhu/papers/RGB-D%20Sensor%20Based%20Indoor%20Localization%20for%20the%20Visually%20Impaired.pdf	D:/CCvclweb/CCvcl/ccvcl.org/_fhu/papers/RGB-D%20Sensor%20Based%20Indoor%20Localization%20for%20the%20Visually%20Impaired.pdf	(from http://ccvcl.org/~fhu/publications.html)
23:56:23	296/296	---M--	200	added ('OK')	text/plain	etag:%225c3658a6-128%22	http://ccvcl.org/~fhu/papers/eccv_paper_feng.txt	D:/CCvclweb/CCvcl/ccvcl.org/_fhu/papers/eccv_paper_feng.txt	(from http://ccvcl.org/~fhu/publications.html)
23:58:43	863228/863228	---M--	200	added ('OK')	application/pdf	etag:%225eeaaf03-d2bfc%22	http://ccvcl.org/~fhu/papers/Structured_light_3D.pdf	D:/CCvclweb/CCvcl/ccvcl.org/_fhu/papers/Structured_light_3D.pdf	(from http://ccvcl.org/~fhu/publications.html)
00:00:22	7530189/7530189	---M--	200	added ('OK')	application/pdf	etag:%225d78186a-72e6cd%22	http://ccvcl.org/wp-content/uploads/2019/09/Logic-Gateways.pdf	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2019/09/Logic-Gateways.pdf	(from http://ccvcl.org/bat-branding-assistive-technologies-for-social-good/)
00:01:30	2029576/2029576	---M--	200	added ('OK')	application/pdf	etag:%225c3658ad-1ef808%22	http://ccvcl.org/~fhu/papers/Mobile%20Panoramic%20Vision%20for%20Assisting%20the%20Blind%20via%20Indexing%20and%20Localization.pdf	D:/CCvclweb/CCvcl/ccvcl.org/_fhu/papers/Mobile%20Panoramic%20Vision%20for%20Assisting%20the%20Blind%20via%20Indexing%20and%20Localization.pdf	(from http://ccvcl.org/~fhu/publications.html)
00:01:48	109067/109067	---M--	200	added ('OK')	image/png	etag:%225c365876-1aa0b%22	http://ccvcl.org/~fhu/Images/Omni_SystemDiagram.png	D:/CCvclweb/CCvcl/ccvcl.org/_fhu/Images/Omni_SystemDiagram.png	(from http://ccvcl.org/~fhu/projects.html)
00:01:52	551778/551778	---M--	200	added ('OK')	image/png	etag:%225c365876-86b62%22	http://ccvcl.org/~fhu/Images/Omni_Localization.png	D:/CCvclweb/CCvcl/ccvcl.org/_fhu/Images/Omni_Localization.png	(from http://ccvcl.org/~fhu/projects.html)
00:02:44	319732/319732	---M--	200	added ('OK')	image/jpeg	etag:%225c365874-4e0f4%22	http://ccvcl.org/~fhu/Images/Glass_Localization_Result.jpg	D:/CCvclweb/CCvcl/ccvcl.org/_fhu/Images/Glass_Localization_Result.jpg	(from http://ccvcl.org/~fhu/projects.html)
00:03:02	458002/458002	---M--	200	added ('OK')	image/png	etag:%225c36587b-6fd12%22	http://ccvcl.org/~fhu/Images/sfm_diagram.png	D:/CCvclweb/CCvcl/ccvcl.org/_fhu/Images/sfm_diagram.png	(from http://ccvcl.org/~fhu/projects.html)
00:03:33	191676/191676	---M--	200	added ('OK')	image/png	etag:%225c36587c-2ecbc%22	http://ccvcl.org/~fhu/Images/tango_diagram.png	D:/CCvclweb/CCvcl/ccvcl.org/_fhu/Images/tango_diagram.png	(from http://ccvcl.org/~fhu/projects.html)
